"Type","Start","End","Duration","Start Condition","Start Location","End Condition","Notes"
"Feed","2021-10-01 19:15",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-10-01 17:14","2021-10-01 17:17","00:03",,,,
"Feed","2021-10-01 17:10","2021-10-01 17:24","00:13","00:13R","Breast","Null l",
"Sleep","2021-10-01 16:45","2021-10-01 17:07","00:22",,,,
"Feed","2021-10-01 16:40","2021-10-01 17:08","00:28","00:28R","Breast","Null l",
"Feed","2021-10-01 14:12","2021-10-01 14:28","00:16","Null r","Breast","00:16L",
"Sleep","2021-10-01 13:05","2021-10-01 13:50","00:45",,"Swing",,
"Feed","2021-10-01 12:35","2021-10-01 12:47","00:12","00:12R","Breast","Null l",
"Sleep","2021-10-01 11:06","2021-10-01 11:35","00:28",,,,
"Feed","2021-10-01 11:03","2021-10-01 11:38","00:34","Null r","Breast","00:34L",
"Sleep","2021-10-01 09:15","2021-10-01 09:45","00:30",,,,
"Feed","2021-10-01 07:50","2021-10-01 08:05","00:15","00:15R","Breast","Null l",
"Sleep","2021-10-01 05:39","2021-10-01 07:45","02:05",,,,
"Sleep","2021-10-01 04:45","2021-10-01 05:36","00:51",,,,
"Feed","2021-10-01 04:30","2021-10-01 04:43","00:13","Null r","Breast","00:13L",
"Feed","2021-10-01 04:07","2021-10-01 04:28","00:21","00:21R","Breast","Null l",
"Pump","2021-09-30 21:29","2021-09-30 21:55","00:26","150ml",,,
"Sleep","2021-09-30 20:04","2021-10-01 04:02","07:57",,,,
"Feed","2021-09-30 19:40",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-09-30 17:13","2021-09-30 17:51","00:38",,,,
"Feed","2021-09-30 16:55","2021-09-30 17:51","00:56","00:42R","Breast","00:13L",
"Feed","2021-09-30 15:36","2021-09-30 15:43","00:07","Null r","Breast","00:07L",
"Sleep","2021-09-30 14:45","2021-09-30 15:15","00:30",,,,
"Feed","2021-09-30 13:22","2021-09-30 13:38","00:16","00:16R","Breast","Null l",
"Sleep","2021-09-30 13:00","2021-09-30 13:15","00:15",,"Worn or held",,
"Sleep","2021-09-30 12:30","2021-09-30 12:45","00:15",,"Swing","Upset",
"Feed","2021-09-30 11:01","2021-09-30 11:17","00:16","Null r","Breast","00:16L",
"Feed","2021-09-30 09:41","2021-09-30 09:59","00:17","00:17R","Breast","Null l",
"Sleep","2021-09-30 09:05","2021-09-30 09:37","00:32",,,,
"Feed","2021-09-30 07:46","2021-09-30 07:58","00:12","Null r","Breast","00:12L",
"Sleep","2021-09-30 05:47","2021-09-30 07:40","01:52",,,,
"Feed","2021-09-30 05:19","2021-09-30 05:47","00:28","00:28R","Breast","Null l",
"Pump","2021-09-29 21:34","2021-09-29 21:54","00:20","130ml",,,
"Sleep","2021-09-29 21:18","2021-09-30 05:15","07:57",,,,
"Feed","2021-09-29 20:12","2021-09-29 20:20","00:08","Null r","Breast","00:08L",
"Sleep","2021-09-29 19:55","2021-09-29 20:10","00:15",,,,
"Feed","2021-09-29 19:40",,,"Breast Milk","Bottle","4oz",
"Growth","2021-09-29 18:15",,,"15lbs.oz",,,
"Sleep","2021-09-29 17:40","2021-09-29 18:16","00:36",,,,
"Feed","2021-09-29 17:33","2021-09-29 18:16","00:43","00:43R","Breast","Null l",
"Sleep","2021-09-29 16:37","2021-09-29 16:45","00:08",,,,
"Feed","2021-09-29 16:26","2021-09-29 16:45","00:19","00:19R","Breast","Null l",
"Feed","2021-09-29 14:46","2021-09-29 14:59","00:13","Null r","Breast","00:13L",
"Sleep","2021-09-29 14:00","2021-09-29 14:40","00:40",,,,
"Feed","2021-09-29 12:51","2021-09-29 12:57","00:05","00:05R","Breast","Null l",
"Feed","2021-09-29 12:34","2021-09-29 12:43","00:08","Null r","Breast","00:08L",
"Sleep","2021-09-29 11:15","2021-09-29 11:45","00:30",,,,
"Feed","2021-09-29 09:43","2021-09-29 10:00","00:16","00:16R","Breast","Null l",
"Sleep","2021-09-29 07:20","2021-09-29 09:40","02:20",,,,
"Feed","2021-09-29 07:11","2021-09-29 07:31","00:20","Null r","Breast","00:20L",
"Sleep","2021-09-29 04:35","2021-09-29 05:50","01:14",,,,
"Feed","2021-09-29 04:03","2021-09-29 04:33","00:30","00:30R","Breast","Null l",
"Pump","2021-09-28 21:23","2021-09-28 21:47","00:24","150ml",,,
"Sleep","2021-09-28 21:15","2021-09-29 03:58","06:43",,,,
"Feed","2021-09-28 21:00",,,"Breast Milk","Bottle","1oz",
"Sleep","2021-09-28 20:20","2021-09-28 20:57","00:37",,,,
"Feed","2021-09-28 20:00",,,"Breast Milk","Bottle","2.5oz",
"Feed","2021-09-28 18:30","2021-09-28 18:50","00:20","00:16R","Breast","00:04L",
"Sleep","2021-09-28 17:40","2021-09-28 18:15","00:35",,,,
"Feed","2021-09-28 15:39","2021-09-28 15:56","00:16","Null r","Breast","00:16L",
"Sleep","2021-09-28 15:00","2021-09-28 15:32","00:32",,,,
"Feed","2021-09-28 13:35","2021-09-28 14:03","00:27","00:27R","Breast","Null l",
"Sleep","2021-09-28 13:05","2021-09-28 13:30","00:25",,,,
"Feed","2021-09-28 12:45",,,"Breast Milk","Bottle","0.5oz",
"Feed","2021-09-28 11:42","2021-09-28 11:44","00:02","00:02R","Breast","Null l",
"Feed","2021-09-28 11:00",,,"Breast Milk","Bottle","1.5oz",
"Feed","2021-09-28 10:42","2021-09-28 10:52","00:10","Null r","Breast","00:10L",
"Sleep","2021-09-28 08:00","2021-09-28 10:39","02:39",,,,
"Feed","2021-09-28 06:29","2021-09-28 06:48","00:19","Null r","Breast","00:19L",
"Pump","2021-09-27 20:52","2021-09-27 21:21","00:28","144.99999999999997ml",,,
"Sleep","2021-09-27 20:00","2021-09-28 06:25","10:25",,,,
"Feed","2021-09-27 19:41",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-09-27 18:27","2021-09-27 18:49","00:21",,,,
"Feed","2021-09-27 18:17","2021-09-27 18:30","00:12","Null r","Breast","00:12L",
"Sleep","2021-09-27 16:25","2021-09-27 16:40","00:15",,,,
"Feed","2021-09-27 16:20","2021-09-27 16:40","00:19","00:19R","Breast","Null l",
"Feed","2021-09-27 15:18","2021-09-27 15:29","00:10","Null r","Breast","00:10L",
"Sleep","2021-09-27 15:05","2021-09-27 15:15","00:10",,,,
"Feed","2021-09-27 13:07","2021-09-27 13:39","00:32","00:24R","Breast","00:08L",
"Sleep","2021-09-27 11:05","2021-09-27 12:50","01:45",,,,
"Feed","2021-09-27 10:35","2021-09-27 10:47","00:12","Null r","Breast","00:12L",
"Sleep","2021-09-27 09:20","2021-09-27 09:39","00:19",,,,
"Feed","2021-09-27 09:09","2021-09-27 09:29","00:20","00:10R","Breast","00:10L",
"Feed","2021-09-27 07:30","2021-09-27 07:44","00:14","00:14R","Breast","Null l",
"Sleep","2021-09-27 04:54","2021-09-27 07:27","02:32",,,,
"Feed","2021-09-27 04:31","2021-09-27 04:54","00:23","00:23R","Breast","Null l",
"Sleep","2021-09-27 00:27","2021-09-27 04:25","03:57",,,,
"Feed","2021-09-27 00:05","2021-09-27 00:27","00:22","Null r","Breast","00:22L",
"Sleep","2021-09-26 23:53","2021-09-27 00:05","00:11",,,,
"Feed","2021-09-26 23:41","2021-09-26 23:53","00:11","00:11R","Breast","Null l",
"Pump","2021-09-26 21:30","2021-09-26 21:50","00:20","144.99999999999997ml",,,
"Sleep","2021-09-26 19:50","2021-09-26 23:35","03:45",,,,
"Feed","2021-09-26 19:31",,,"Breast Milk","Bottle","4.5oz",
"Feed","2021-09-26 18:26","2021-09-26 18:27","00:01","00:01R","Breast","Null l",
"Sleep","2021-09-26 18:03","2021-09-26 18:20","00:17",,,,
"Feed","2021-09-26 17:55","2021-09-26 18:24","00:29","Null r","Breast","00:29L",
"Feed","2021-09-26 16:55","2021-09-26 17:08","00:13","00:13R","Breast","Null l",
"Sleep","2021-09-26 15:11","2021-09-26 15:40","00:29",,,,
"Feed","2021-09-26 15:07","2021-09-26 15:37","00:30","Null r","Breast","00:30L",
"Feed","2021-09-26 13:09","2021-09-26 13:27","00:18","00:18R","Breast","Null l",
"Sleep","2021-09-26 12:28","2021-09-26 13:05","00:36",,,,
"Sleep","2021-09-26 11:43","2021-09-26 12:02","00:18",,,,
"Feed","2021-09-26 11:38","2021-09-26 12:02","00:23","Null r","Breast","00:23L",
"Feed","2021-09-26 10:47","2021-09-26 10:53","00:06","Null r","Breast","00:06L",
"Feed","2021-09-26 10:34","2021-09-26 10:43","00:08","00:08R","Breast","Null l",
"Sleep","2021-09-26 09:25","2021-09-26 10:07","00:42",,,,
"Feed","2021-09-26 08:50","2021-09-26 09:03","00:13","Null r","Breast","00:13L",
"Feed","2021-09-26 08:14","2021-09-26 08:24","00:10","00:10R","Breast","Null l",
"Sleep","2021-09-26 05:09","2021-09-26 07:53","02:43",,,,
"Feed","2021-09-26 04:29","2021-09-26 05:00","00:30","Null r","Breast","00:30L",
"Sleep","2021-09-26 02:42","2021-09-26 04:25","01:42",,,,
"Feed","2021-09-26 02:32","2021-09-26 02:42","00:10","00:10R","Breast","Null l",
"Sleep","2021-09-26 00:05","2021-09-26 02:31","02:26",,,,
"Feed","2021-09-25 23:42","2021-09-26 00:05","00:23","Null r","Breast","00:23L",
"Sleep","2021-09-25 23:19","2021-09-25 23:37","00:17",,,,
"Feed","2021-09-25 22:51","2021-09-25 23:19","00:27","00:27R","Breast","Null l",
"Pump","2021-09-25 20:44","2021-09-25 21:04","00:20","125ml",,,
"Sleep","2021-09-25 19:25","2021-09-25 22:51","03:26",,,,
"Feed","2021-09-25 19:00",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-09-25 17:20","2021-09-25 17:35","00:14",,,,
"Feed","2021-09-25 17:10","2021-09-25 17:39","00:29","Null r","Breast","00:29L",
"Sleep","2021-09-25 16:50","2021-09-25 17:00","00:10",,,,
"Feed","2021-09-25 16:27","2021-09-25 16:36","00:09","00:09R","Breast","Null l",
"Feed","2021-09-25 15:14","2021-09-25 15:32","00:17","00:07R","Breast","00:09L",
"Sleep","2021-09-25 14:20","2021-09-25 15:01","00:41",,,,
"Feed","2021-09-25 12:40","2021-09-25 12:56","00:16","00:16R","Breast","Null l",
"Sleep","2021-09-25 11:57","2021-09-25 12:34","00:37",,,,
"Feed","2021-09-25 10:16","2021-09-25 10:25","00:09","Null r","Breast","00:09L",
"Sleep","2021-09-25 07:15","2021-09-25 09:56","02:41",,,,
"Feed","2021-09-25 06:35","2021-09-25 06:41","00:05","Null r","Breast","00:05L",
"Feed","2021-09-25 06:07","2021-09-25 06:28","00:21","00:21R","Breast","Null l",
"Pump","2021-09-24 21:41","2021-09-24 21:57","00:16","95ml",,,
"Sleep","2021-09-24 21:00","2021-09-25 06:02","09:02",,,,
"Sleep","2021-09-24 19:55","2021-09-24 20:15","00:20",,,,
"Feed","2021-09-24 19:30",,,"Breast Milk","Bottle","4oz",
"Feed","2021-09-24 18:24","2021-09-24 18:29","00:04","00:04R","Breast","Null l",
"Sleep","2021-09-24 17:00","2021-09-24 17:10","00:09",,,,
"Feed","2021-09-24 16:55","2021-09-24 17:10","00:15","Null r","Breast","00:15L",
"Feed","2021-09-24 16:10",,,"Breast Milk","Bottle","1oz",
"Sleep","2021-09-24 16:10","2021-09-24 16:45","00:35",,,,
"Sleep","2021-09-24 14:30","2021-09-24 14:50","00:20",,,,
"Feed","2021-09-24 14:15","2021-09-24 14:48","00:33","00:33R","Breast","Null l",
"Feed","2021-09-24 12:15","2021-09-24 12:23","00:07","Null r","Breast","00:07L",
"Sleep","2021-09-24 10:32","2021-09-24 11:54","01:21",,,,
"Feed","2021-09-24 10:30","2021-09-24 10:43","00:13","00:13R","Breast","Null l",
"Feed","2021-09-24 08:49","2021-09-24 08:50","00:01","00:01R","Breast","Null l",
"Feed","2021-09-24 08:33","2021-09-24 08:47","00:13","Null r","Breast","00:13L",
"Sleep","2021-09-24 05:59","2021-09-24 08:25","02:25",,,,
"Sleep","2021-09-24 05:33","2021-09-24 05:45","00:11",,,,
"Feed","2021-09-24 05:19","2021-09-24 05:33","00:14","00:14R","Breast","Null l",
"Pump","2021-09-23 21:03","2021-09-23 21:29","00:25","125ml",,,
"Sleep","2021-09-23 20:07","2021-09-24 05:15","09:08",,,,
"Feed","2021-09-23 19:42",,,"Breast Milk","Bottle","4oz",
"Feed","2021-09-23 19:17","2021-09-23 19:28","00:10","Null r","Breast","00:10L",
"Feed","2021-09-23 17:46","2021-09-23 17:56","00:09","00:09R","Breast","Null l",
"Sleep","2021-09-23 17:08","2021-09-23 17:52","00:44",,,,
"Feed","2021-09-23 17:06","2021-09-23 17:22","00:16","00:16R","Breast","Null l",
"Feed","2021-09-23 15:41","2021-09-23 15:58","00:17","00:04R","Breast","00:12L",
"Sleep","2021-09-23 15:00","2021-09-23 15:31","00:31",,,,
"Feed","2021-09-23 13:38","2021-09-23 14:00","00:22","00:22R","Breast","Null l",
"Sleep","2021-09-23 12:25","2021-09-23 13:00","00:35",,,,
"Feed","2021-09-23 11:44","2021-09-23 11:56","00:11","Null r","Breast","00:11L",
"Feed","2021-09-23 11:04","2021-09-23 11:20","00:16","00:16R","Breast","Null l",
"Sleep","2021-09-23 09:52","2021-09-23 10:45","00:53",,,,
"Feed","2021-09-23 09:48","2021-09-23 09:59","00:11","Null r","Breast","00:11L",
"Feed","2021-09-23 08:54","2021-09-23 09:05","00:11","00:11R","Breast","Null l",
"Sleep","2021-09-23 06:53","2021-09-23 08:30","01:36",,,,
"Feed","2021-09-23 06:31","2021-09-23 06:53","00:22","Null r","Breast","00:22L",
"Sleep","2021-09-23 04:45","2021-09-23 06:28","01:43",,,,
"Feed","2021-09-23 04:17","2021-09-23 04:43","00:26","00:26R","Breast","Null l",
"Pump","2021-09-22 21:24","2021-09-22 21:44","00:20","115ml",,,
"Sleep","2021-09-22 20:40","2021-09-23 04:14","07:34",,,,
"Feed","2021-09-22 20:35","2021-09-22 20:40","00:05","Null r","Breast","00:05L",
"Sleep","2021-09-22 20:00","2021-09-22 20:15","00:15",,,,
"Feed","2021-09-22 19:30",,,"Breast Milk","Bottle","4oz",
"Feed","2021-09-22 17:49","2021-09-22 18:18","00:28","00:12R","Breast","00:15L",
"Feed","2021-09-22 16:22","2021-09-22 16:38","00:15","Null r","Breast","00:15L",
"Sleep","2021-09-22 15:40","2021-09-22 16:10","00:30",,,,
"Feed","2021-09-22 15:01","2021-09-22 15:05","00:03","00:03R","Breast","Null l",
"Feed","2021-09-22 14:14","2021-09-22 14:28","00:14","Null r","Breast","00:14L",
"Sleep","2021-09-22 13:30","2021-09-22 14:00","00:30",,,,
"Feed","2021-09-22 12:10","2021-09-22 12:16","00:05","00:05R","Breast","Null l",
"Sleep","2021-09-22 11:50","2021-09-22 12:09","00:19",,,,
"Feed","2021-09-22 11:45","2021-09-22 11:56","00:11","Null r","Breast","00:11L",
"Sleep","2021-09-22 10:15","2021-09-22 10:45","00:30",,,,
"Feed","2021-09-22 10:05",,,"Breast Milk","Bottle","1.5oz",
"Feed","2021-09-22 09:25","2021-09-22 09:44","00:19","00:17R","Breast","00:01L",
"Sleep","2021-09-22 08:05","2021-09-22 08:57","00:52",,,,
"Feed","2021-09-22 07:56","2021-09-22 08:12","00:16","Null r","Breast","00:16L",
"Feed","2021-09-22 06:15","2021-09-22 06:37","00:22","00:15R","Breast","00:06L",
"Pump","2021-09-21 21:47","2021-09-21 22:03","00:15","90ml",,,
"Sleep","2021-09-21 20:17","2021-09-22 06:05","09:47",,,,
"Feed","2021-09-21 20:07","2021-09-21 20:29","00:22","00:22R","Breast","Null l",
"Sleep","2021-09-21 19:29","2021-09-21 20:00","00:30",,,,
"Feed","2021-09-21 19:10",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-09-21 16:22","2021-09-21 16:46","00:24",,,,
"Feed","2021-09-21 16:12","2021-09-21 17:10","00:57","00:57R","Breast","Null l",
"Sleep","2021-09-21 14:12","2021-09-21 14:50","00:37",,,,
"Feed","2021-09-21 14:04","2021-09-21 14:56","00:52","Null r","Breast","00:52L",
"Sleep","2021-09-21 12:13","2021-09-21 12:48","00:35",,,,
"Feed","2021-09-21 11:52","2021-09-21 12:43","00:51","00:51R","Breast","Null l",
"Feed","2021-09-21 10:49","2021-09-21 11:01","00:12","Null r","Breast","00:12L",
"Sleep","2021-09-21 07:50","2021-09-21 10:46","02:56",,,,
"Feed","2021-09-21 06:24","2021-09-21 06:53","00:29","00:29R","Breast","Null l",
"Pump","2021-09-20 21:14","2021-09-20 21:43","00:29","150ml",,,
"Sleep","2021-09-20 20:45","2021-09-21 06:19","09:34",,,,
"Feed","2021-09-20 20:25",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-09-20 17:26","2021-09-20 18:01","00:35",,,,
"Feed","2021-09-20 17:21","2021-09-20 18:29","01:08","00:13R","Breast","00:55L",
"Pump","2021-09-20 17:07","2021-09-20 17:14","00:07","90ml",,,
"Feed","2021-09-20 16:00",,,"Breast Milk","Bottle","1.5oz",
"Feed","2021-09-20 15:30",,,"Breast Milk","Bottle","2oz",
"Sleep","2021-09-20 14:28","2021-09-20 14:55","00:26",,,,
"Feed","2021-09-20 14:17","2021-09-20 14:44","00:26","00:26R","Breast","Null l",
"Sleep","2021-09-20 13:00","2021-09-20 13:09","00:09",,,,
"Feed","2021-09-20 12:45","2021-09-20 13:07","00:22","Null r","Breast","00:22L",
"Sleep","2021-09-20 10:55","2021-09-20 12:36","01:41",,,,
"Feed","2021-09-20 10:25","2021-09-20 10:48","00:23","00:23R","Breast","Null l",
"Sleep","2021-09-20 08:50","2021-09-20 09:43","00:53",,,,
"Feed","2021-09-20 08:44","2021-09-20 09:12","00:27","Null r","Breast","00:27L",
"Feed","2021-09-20 08:36","2021-09-20 08:40","00:03","Null r","Breast","00:03L",
"Feed","2021-09-20 07:43","2021-09-20 07:52","00:08","00:08R","Breast","Null l",
"Sleep","2021-09-20 06:20","2021-09-20 07:28","01:07",,,,
"Feed","2021-09-20 06:05","2021-09-20 06:20","00:15","Null r","Breast","00:15L",
"Sleep","2021-09-20 03:55","2021-09-20 05:59","02:03",,,,
"Feed","2021-09-20 03:29","2021-09-20 03:55","00:26","00:26R","Breast","Null l",
"Pump","2021-09-19 21:16","2021-09-19 21:41","00:25","155ml",,,
"Sleep","2021-09-19 19:52","2021-09-20 03:21","07:29",,,,
"Feed","2021-09-19 19:29",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-09-19 18:21","2021-09-19 18:45","00:23",,,,
"Feed","2021-09-19 18:15","2021-09-19 18:33","00:17","Null r","Breast","00:17L",
"Sleep","2021-09-19 16:29","2021-09-19 17:09","00:39",,,,
"Feed","2021-09-19 16:27","2021-09-19 16:40","00:13","00:13R","Breast","Null l",
"Feed","2021-09-19 13:02","2021-09-19 13:18","00:15","Null r","Breast","00:15L",
"Sleep","2021-09-19 12:18","2021-09-19 12:58","00:40",,,,
"Sleep","2021-09-19 12:16","2021-09-19 12:46","00:30",,"Swing",,
"Feed","2021-09-19 11:02","2021-09-19 11:16","00:14","00:14R","Breast","Null l",
"Sleep","2021-09-19 10:15","2021-09-19 10:48","00:33",,,,
"Feed","2021-09-19 09:54","2021-09-19 10:00","00:06","Null r","Breast","00:06L",
"Feed","2021-09-19 09:11","2021-09-19 09:16","00:05","Null r","Breast","00:05L",
"Feed","2021-09-19 08:49","2021-09-19 09:00","00:11","00:11R","Breast","Null l",
"Pump","2021-09-19 08:39","2021-09-19 08:46","00:07","80ml",,,
"Sleep","2021-09-19 08:10","2021-09-19 08:40","00:30",,,,
"Feed","2021-09-19 06:56","2021-09-19 07:04","00:07","Null r","Breast","00:07L",
"Sleep","2021-09-19 01:50","2021-09-19 06:50","04:59",,,,
"Feed","2021-09-19 01:24","2021-09-19 01:50","00:26","00:26R","Breast","Null l",
"Sleep","2021-09-18 20:58","2021-09-19 01:16","04:18",,,,
"Pump","2021-09-18 20:56","2021-09-18 21:15","00:19","140ml",,,
"Feed","2021-09-18 20:35",,,"Breast Milk","Bottle","1.25oz",
"Feed","2021-09-18 19:25",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-09-18 17:50","2021-09-18 18:33","00:43",,,,
"Feed","2021-09-18 17:41","2021-09-18 18:33","00:52","00:52R","Breast","Null l",
"Feed","2021-09-18 16:16","2021-09-18 16:30","00:13","Null r","Breast","00:13L",
"Sleep","2021-09-18 15:00","2021-09-18 16:08","01:08",,,,
"Sleep","2021-09-18 13:25","2021-09-18 13:48","00:23",,,,
"Feed","2021-09-18 13:16","2021-09-18 13:34","00:17","00:17R","Breast","Null l",
"Sleep","2021-09-18 11:45","2021-09-18 12:08","00:23",,,,
"Feed","2021-09-18 11:41","2021-09-18 11:59","00:18","Null r","Breast","00:18L",
"Sleep","2021-09-18 09:52","2021-09-18 10:24","00:31",,,,
"Feed","2021-09-18 09:45","2021-09-18 10:04","00:18","00:18R","Breast","Null l",
"Feed","2021-09-18 08:36","2021-09-18 08:48","00:12","Null r","Breast","00:12L",
"Sleep","2021-09-18 06:01","2021-09-18 08:21","02:20",,,,
"Feed","2021-09-18 05:41","2021-09-18 06:00","00:19","00:19R","Breast","Null l",
"Pump","2021-09-17 20:49","2021-09-17 21:08","00:19","135ml",,,
"Sleep","2021-09-17 20:25","2021-09-18 05:37","09:12",,,,
"Sleep","2021-09-17 19:23","2021-09-17 19:51","00:28",,,,
"Feed","2021-09-17 19:15",,,"Breast Milk","Bottle","4oz",
"Feed","2021-09-17 17:47","2021-09-17 17:54","00:07","00:07R","Breast","Null l",
"Sleep","2021-09-17 17:09","2021-09-17 17:18","00:08",,,,
"Feed","2021-09-17 16:52","2021-09-17 17:18","00:26","Null r","Breast","00:26L",
"Sleep","2021-09-17 15:15","2021-09-17 15:25","00:10",,,,
"Feed","2021-09-17 15:00",,,"Breast Milk","Bottle","1.5oz",
"Feed","2021-09-17 14:48","2021-09-17 14:56","00:08","00:08R","Breast","Null l",
"Feed","2021-09-17 14:14","2021-09-17 14:23","00:09","Null r","Breast","00:09L",
"Sleep","2021-09-17 13:30","2021-09-17 14:00","00:30",,,,
"Feed","2021-09-17 12:03","2021-09-17 12:09","00:05","00:05R","Breast","Null l",
"Sleep","2021-09-17 11:41","2021-09-17 12:07","00:25",,,,
"Feed","2021-09-17 11:37","2021-09-17 12:00","00:23","Null r","Breast","00:23L",
"Feed","2021-09-17 10:34","2021-09-17 10:44","00:10","Null r","Breast","00:10L",
"Sleep","2021-09-17 09:01","2021-09-17 09:28","00:27",,,,
"Feed","2021-09-17 08:54","2021-09-17 09:27","00:32","00:32R","Breast","Null l",
"Feed","2021-09-17 08:13","2021-09-17 08:17","00:04","00:04R","Breast","Null l",
"Feed","2021-09-17 07:37","2021-09-17 07:45","00:07","Null r","Breast","00:07L",
"Sleep","2021-09-17 04:51","2021-09-17 07:21","02:29",,,,
"Feed","2021-09-17 04:20","2021-09-17 04:41","00:21","00:21R","Breast","Null l",
"Pump","2021-09-16 21:07","2021-09-16 21:22","00:15","150ml",,,
"Sleep","2021-09-16 19:47","2021-09-17 04:14","08:26",,,,
"Feed","2021-09-16 19:30",,,"Breast Milk","Bottle","4.25oz",
"Feed","2021-09-16 18:33","2021-09-16 18:40","00:06","Null r","Breast","00:06L",
"Feed","2021-09-16 18:25","2021-09-16 18:30","00:05","00:05R","Breast","Null l",
"Sleep","2021-09-16 16:11","2021-09-16 16:48","00:36",,,,
"Feed","2021-09-16 15:58","2021-09-16 16:48","00:49","00:49R","Breast","Null l",
"Feed","2021-09-16 14:36","2021-09-16 14:38","00:02","00:02R","Breast","Null l",
"Feed","2021-09-16 14:16","2021-09-16 14:29","00:13","Null r","Breast","00:13L",
"Sleep","2021-09-16 13:11","2021-09-16 14:11","01:00",,,,
"Feed","2021-09-16 12:35",,,"Breast Milk","Bottle","2.5oz",
"Sleep","2021-09-16 11:45","2021-09-16 12:10","00:25",,,,
"Feed","2021-09-16 11:40","2021-09-16 11:57","00:17","00:17R","Breast","Null l",
"Sleep","2021-09-16 09:58","2021-09-16 10:30","00:31",,,,
"Feed","2021-09-16 09:53","2021-09-16 10:05","00:12","Null r","Breast","00:12L",
"Feed","2021-09-16 08:39","2021-09-16 08:54","00:15","00:15R","Breast","00:00L",
"Sleep","2021-09-16 05:44","2021-09-16 08:18","02:33",,,,
"Feed","2021-09-16 05:15","2021-09-16 05:44","00:28","Null r","Breast","00:28L",
"Sleep","2021-09-16 02:11","2021-09-16 05:09","02:57",,,,
"Feed","2021-09-16 01:46","2021-09-16 02:11","00:25","00:25R","Breast","Null l",
"Pump","2021-09-15 20:49","2021-09-15 21:04","00:15","150ml",,,
"Sleep","2021-09-15 20:20","2021-09-16 01:40","05:20",,,,
"Feed","2021-09-15 19:53",,,"Breast Milk","Bottle","4oz",
"Sleep","2021-09-15 18:25","2021-09-15 18:49","00:24",,,,
"Feed","2021-09-15 18:13","2021-09-15 18:49","00:36","00:36R","Breast","Null l",
"Feed","2021-09-15 17:14","2021-09-15 17:22","00:07","00:02R","Breast","00:05L",
"Feed","2021-09-15 16:54","2021-09-15 17:02","00:07","Null r","Breast","00:07L",
"Sleep","2021-09-15 16:05","2021-09-15 16:35","00:30",,,,
"Sleep","2021-09-15 15:15","2021-09-15 15:30","00:15",,,,
"Feed","2021-09-15 15:05",,,"Breast Milk","Bottle","2oz",
"Sleep","2021-09-15 14:04","2021-09-15 14:12","00:08",,,,
"Feed","2021-09-15 13:55","2021-09-15 14:13","00:18","00:18R","Breast","Null l",
"Sleep","2021-09-15 13:15","2021-09-15 13:45","00:30",,,,
"Feed","2021-09-15 12:30","2021-09-15 12:39","00:08","Null r","Breast","00:08L",
"Feed","2021-09-15 10:39","2021-09-15 11:09","00:29","00:25R","Breast","00:04L",
"Sleep","2021-09-15 09:20","2021-09-15 09:45","00:25",,,,
"Feed","2021-09-15 09:14","2021-09-15 09:43","00:29","Null r","Breast","00:29L",
"Pump","2021-09-15 08:54","2021-09-15 09:04","00:10","110ml",,,
"Feed","2021-09-15 08:11","2021-09-15 08:22","00:10","Null r","Breast","00:10L",
"Sleep","2021-09-15 05:14","2021-09-15 08:07","02:52",,,,
"Feed","2021-09-15 04:41","2021-09-15 05:14","00:33","00:33R","Breast","Null l",
"Pump","2021-09-14 21:39","2021-09-14 21:57","00:18","85ml",,,
"Sleep","2021-09-14 20:45","2021-09-15 04:41","07:56",,,,
"Feed","2021-09-14 20:30",,,"Breast Milk","Bottle","4oz",
"Feed","2021-09-14 20:07","2021-09-14 20:14","00:07","00:07R","Breast","Null l",
"Feed","2021-09-14 19:37","2021-09-14 19:49","00:12","Null r","Breast","00:12L",
"Sleep","2021-09-14 18:12","2021-09-14 18:46","00:34",,,,
"Feed","2021-09-14 18:03","2021-09-14 18:46","00:42","00:42R","Breast","Null l",
"Feed","2021-09-14 17:07","2021-09-14 17:15","00:07","Null r","Breast","00:07L",
"Feed","2021-09-14 16:00","2021-09-14 16:14","00:13","00:13R","Breast","Null l",
"Sleep","2021-09-14 15:00","2021-09-14 15:56","00:56",,,,
"Feed","2021-09-14 14:05","2021-09-14 14:14","00:09","Null r","Breast","00:09L",
"Feed","2021-09-14 13:28","2021-09-14 13:35","00:07","00:07R","Breast","Null l",
"Sleep","2021-09-14 12:59","2021-09-14 13:28","00:28",,,,
"Feed","2021-09-14 12:55","2021-09-14 13:21","00:26","Null r","Breast","00:26L",
"Feed","2021-09-14 11:58",,,"Breast Milk","Bottle","2oz",
"Feed","2021-09-14 10:43","2021-09-14 10:50","00:06","00:06R","Breast","Null l",
"Sleep","2021-09-14 09:49","2021-09-14 10:05","00:15",,,,
"Feed","2021-09-14 09:43","2021-09-14 10:04","00:21","00:21R","Breast","Null l",
